/m/09c7w0	United States
/m/09c7w0	US
/m/09c7w0	USA
/m/09c7w0	U
/m/0345h	Germany
/m/0chghy	Australia
/m/03shp	Iran
/m/03shp	Iran Islamic Rep.
/m/07ssc	UK
/m/07ssc	United Kingdom
/m/03h64	Hong Kong
/m/03rj0	Iceland
/m/0f8l9c	France
/m/03rk0	India
/m/0d060g	Canada
/m/06bnz	Russia
/m/06bnz	Russian Federation
/m/03_3d	Japan
/m/03rjj	Italy
/m/05v8c	Philippines
/m/0hzlz	South Africa
/m/07f1x	Thailand
/m/05qhw	Poland
/m/02jx1	England
/m/03rt9	Ireland
/m/015fr	Brazil
/m/0jgd	Argentina
/m/0154j	Belgium
/m/059j2	Netherlands
/m/0k6nt	Denmark
/m/0d0vqn	Sweden
/m/01znc_	Turkey
/m/07ylj	Venezuela RB
/m/07ylj	Venezuela
/m/05b7q	North Korea
/m/0jt3tjf	Kyrgyz Republic
/m/0jt3tjf	Kyrgyzstan
/m/05b7q	Korea Dem. Rep.
/m/04fh3	Kosovo
/m/06qd3	Korea Rep.
/m/06qd3	South Korea
/m/0b90_r	Mexico
/m/01mk6	Czechoslovakia
/m/0cdbq	Russian Empire
/m/0ctw_b	New Zealand
/m/04gzd	Lithuania
/m/06mkj	Spain
/m/082fr	West Germany
/m/06t2t	Singapore
/m/05b4w	Norway
/m/01mjq	Czech Republic
/m/01pj7	Croatia
/m/06npd	Slovak Republic
/m/06npd	Slovakia
/m/04wgh	Morocco
/m/04g61	Luxembourg
/m/05sb1	Pakistan
/m/02vzc	Finland
/m/06mzp	Switzerland
/m/084n_	Weimar Republic
/m/0166v	Botswana
/m/09pmkv	Malaysia
/m/02k54	Egypt
/m/02k54	Egypt Arab Rep.
/m/03gj2	Hungary
/m/0hg5	Andorra
/m/0j1z8	United Arab Emirates
/m/0jdd	Afghanistan
/m/0l3h	Antigua and Barbuda
/m/0n3g	Anguilla
/m/0jdx	Albania
/m/0jgx	Armenia
/m/05byy	Netherlands Antilles
/m/0j4b	Angola
/m/0h8d	American Samoa
/m/0h7x	Austria
/m/0j11	Aruba
/m/0jhd	Azerbaijan
/m/0166b	Bosnia and Herzegovina
/m/0162v	Barbados
/m/0162b	Bangladesh
/m/01699	Burkina Faso
/m/015qh	Bulgaria
/m/0161c	Bahrain
/m/0169t	Burundi
/m/0164v	Benin
/m/0165b	Bermuda
/m/0167v	Brunei Darussalam
/m/0167v	Brunei
/m/0165v	Bolivia
/m/0160w	Bahamas
/m/07bxhl	Bhutan
/m/0163v	Belarus
/m/0164b	Belize
/m/01p6l	Cocos (Keeling) Islands
/m/01nyl	Central African Republic
/m/01rxw	Congo Rep.
/m/01rxw	Congo
/m/0fv4v	Cote d'Ivoire
/m/020p1	Cook Islands
/m/01p1v	Chile
/m/01nln	Cameroon
/m/0d05w3	China
/m/01ls2	Colombia
/m/01p8s	Costa Rica
/m/077qn	Serbia
/m/0d04z6	Cuba
/m/01nqj	Cape Verde
/m/01p5l	Christmas Island
/m/01ppq	Cyprus
/m/027jk	Djibouti
/m/027nb	Dominica
/m/027rn	Dominican Republic
/m/0h3y	Algeria
/m/02k1b	Ecuador
/m/02kmm	Estonia
/m/082qk	Western Sahara
/m/02khs	Eritrea
/m/019pcs	Ethiopia
/m/02wt0	Fiji
/m/02wmy	Falkland Islands
/m/03188	Federated States of Micronesia
/m/03548	Gabon
/m/035yg	Grenada
/m/0d0kn	Georgia
/m/0366c	Guernsey
/m/035dk	Ghana
/m/035hm	Gibraltar
/m/035v3	Greenland
/m/0hdx8	Gambia
/m/03676	Guinea
/m/037nm	Guadeloupe
/m/02kcz	Equatorial Guinea
/m/035qy	Greece
/m/06tnn	South Georgia and the South Sandwich Islands
/m/0345_	Guatemala
/m/034tl	Guam
/m/036b_	Guinea-Bissau
/m/034m8	Guyana
/m/03h2c	Honduras
/m/03gyl	Haiti
/m/03ryn	Indonesia
/m/03spz	Israel
/m/03t1s	Isle of Man
/m/0168b	British Indian Ocean Territory
/m/0d05q4	Iraq
/m/03_xj	Jersey
/m/03_r3	Jamaica
/m/03__y	Jordan
/m/019rg5	Kenya
/m/01xbgx	Cambodia
/m/047t_	Kiribati
/m/01n6c	Comoros
/m/06ryl	Saint Kitts and Nevis
/m/047yc	Kuwait
/m/01nty	Cayman Islands
/m/047lj	Kazakhstan
/m/04hhv	Laos
/m/04hqz	Lebanon
/m/06s0l	Saint Lucia
/m/04j53	Liechtenstein
/m/06m_5	Sri Lanka
/m/04hzj	Liberia
/m/04hvw	Lesotho
/m/04g5k	Latvia
/m/04gqr	Libya
/m/04w58	Monaco
/m/04w4s	Moldova
/m/04sj3	Madagascar
/m/04v6v	Marshall Islands
/m/0bjv6	Republic of Macedonia
/m/0bjv6	Macedonia FYR
/m/0bjv6	Macedonia
/m/04v09	Mali
/m/04w8f	Mongolia
/m/04thp	Macau
/m/05cnr	Northern Mariana Islands
/m/04vg8	Martinique
/m/04vjh	Mauritania
/m/04wcf	Montserrat
/m/04v3q	Malta
/m/04vs9	Mauritius
/m/04ty8	Maldives
/m/04tr1	Malawi
/m/04wlh	Mozambique
/m/05bmq	Namibia
/m/05c17	New Caledonia
/m/05cc1	Niger
/m/05cqm	Norfolk Island
/m/05cgv	Nigeria
/m/05c74	Nicaragua
/m/016zwt	Nepal
/m/05br2	Nauru
/m/05b2h	Niue
/m/05l8y	Oman
/m/05qx1	Panama
/m/016wzw	Peru
/m/02wzv	French Polynesia
/m/05qkp	Papua New Guinea
/m/06s4c	Saint Pierre and Miquelon
/m/05vd5	Pitcairn Islands
/m/05r7t	Puerto Rico
/m/05r4w	Portugal
/m/05v10	Paraguay
/m/0697s	Qatar
/m/06c1y	Romania
/m/06dfg	Rwanda
/m/01z215	Saudi Arabia
/m/01n8qg	Solomon Islands
/m/06sw9	Seychelles
/m/06tw8	Sudan
/m/06t8v	Slovenia
/m/06s_2	Sierra Leone
/m/06sff	San Marino
/m/06srk	Senegal
/m/06tgw	Somalia
/m/06nnj	Suriname
/m/0j681	São Tomé and Príncipe
/m/02k8k	El Salvador
/m/06vbd	Syria
/m/06vbd	Syrian Arab Republic
/m/06v36	Swaziland
/m/07fr_	Turks and Caicos Islands
/m/01p1b	Chad
/m/07f5x	Togo
/m/07dvs	Tajikistan
/m/07f9q	Tokelau
/m/01c4pv	Turkmenistan
/m/07fj_	Tunisia
/m/07fb6	Tonga
/m/09lxtg	Trinidad and Tobago
/m/07fsv	Tuvalu
/m/07dzf	Tanzania
/m/07t21	Ukraine
/m/07tp2	Uganda
/m/07twz	Uruguay
/m/07t_x	Uzbekistan
/m/07ytt	Vatican City
/m/06s6l	Saint Vincent and the Grenadines
/m/0168t	British Virgin Islands
/m/07ww5	United States Virgin Islands
/m/01crd5	Vietnam
/m/07z5n	Vanuatu
/m/082nw	Wallis and Futuna
/m/01z88t	Yemen
/m/01z88t	Yemen Rep.
/m/04vws	Mayotte
/m/088vb	Zambia
/m/088q4	Zimbabwe
/m/04xn_	Myanmar
/m/056vv	Montenegro
/m/05tr7	Palau
/m/05bcl	Northern Ireland
/m/06q1r	Scotland
/m/0j5g9	Wales
/m/06s9y	Samoa
/m/088xp	Democratic Republic of the Congo
/m/02lx0	Timor-Leste
/m/07x4w	United States Minor Outlying Islands
/m/087vz	Yugoslavia
